Area Latitude,Area Longitude,OBJECTID,STATION_NA,STN_ID_,SECONDARY_,STN_AUTHOR,NETWORK_,LOCATION_O,TYPE_OF_OB,ACTIVE_INA,PERIOD_OF_,LATITUDE,LONGITUDE,COUNTY,CLIMATE_DI,WATER_BASI,HUC,TEMP_,PRECIPITAT,SNOW_FALL,SNW_GND_DP,DEW_POINT,REL_HUM,WIND_SPEED,WIND_GUST,SOLAR_RAD,SOIL_MOIST,SOIL_TEMP,FUEL_TEMP,FUEL_MOIST,PRESSURE,SL_PRESSUR,ALTIMETER,WEATHER_CO,VISIBILITY,UVB,ELEVATION
-12445594.539,4963502.244,1101,Olympus Cove - MSI,MSI02, ,Meteorological Solutions Inc.,MSI,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=14,HOURLY,ACTIVE,2000-PRESENT,40.6681,-111.7999,SALT LAKE,3,WEST DESERT, ,T,P, , ,DP,RH,WS,WG, , , , , ,PR,SLP,A, , , ,5068.584000
-12408723.6887,4963561.3765,1102,QUINN JUNCTION,42QUIN00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1990,40.6685,-111.4687,SUMMIT,5,WEBER RIVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,7000.000000
-12447832.1271,4963781.1289,1103,OLYPMPUS JHS,SLCO,99999,AWS: Inc.,AWS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,INACTIVE, ,40.67,-111.82,SALT LAKE,3,WEST DESERT, , , , , , , , , , , , , , , , , , , , ,4257.768000
-12414267.7271,4964466.8686,1104,QUARRY MOUNTAIN,42QUAR00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1990,40.67467,-111.5185,SUMMIT,5,WEBER RIVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,6800.000000
-12448488.8753,4964603.0604,1105,NORTH HOLLADAY,HOL, ,Judd Communications,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,1999-PRESENT,40.6756,-111.8259,SALT LAKE,3,UTAH LAKE, ,T,P, , ,DP,RH,WS,WG, , , , , , , , , , , ,4598.888000
-12422962.2671,4965117.0188,1106,PARK WEST AVAL CENTER,PKW,725728, ,AVALANCHE,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,INACTIVE, ,40.6791,-111.5966,SALT LAKE,5,UTAH LAKE, , , , , , , , , , , , , , , , , , , , ,8796.632000
-12497789.94,4965244.8667,1107,LAKE POINT,LAK,560003,Tooele County Dept. Emergency Mngt.,TOOELE,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=14,HOURLY,ACTIVE,1998-PRESENT,40.679976,-112.268765,TOOELE,3,WEST DESERT, ,T, , , ,DP,RH,WS,WG, , , , , ,PR,SLP,A, , , ,4257.768000
-12497927.3784,4965248.4265,1108,LAKE POINT,42482U03, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1921-1930,40.68,-112.27,TOOELE,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4025.000000
-12387716.7035,4965249.3234,1109,MARION,42546A99, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1905-1913,40.68,-111.28,SUMMIT,0, , , ,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,6400.000000
-12382150.4087,4965249.3164,1110,HOYTS CANYON,42411F05, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY, ,1909,40.68,-111.23,SUMMIT,5, , , ,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,7400.000000
-12350979.7273,4965248.6923,1111,TRIAL LAKE,TRLU1,10J52S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,40.68,-110.95,SUMMIT,5,WEBER RIVER, ,T,P, , , , , , , , , , , , , , , , , ,9958.408000
-12517260.6048,4965284.0817,1112,BURMESTER,URM,560002,Tooele County Dept. Emergency Mngt.,TOOELE,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=4,HOURLY,ACTIVE,1998-PRESENT,40.680245,-112.443666,TOOELE,3,WEST DESERT, , , , , , , , , , , , , , , , , , , , ,4218.080000
-12420446.355,4965689.5307,1113,CANYONS - LOOKOUT,CLK, ,The Canyons,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE, ,40.683,-111.574,SUMMIT,5,WEBER RIVER, ,T, , , ,DP,RH,WS,WG, , , , , , , , , , , ,8294.792000
-12542086.2249,4965736.9687,1114,CALLISTER RANCH,42114901, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1967-1984,40.683333,-112.666667,TOOELE,1, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4260.000000
-12412208.3064,4965738.5437,1115,PARK CITY MEADOWS,42665005, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1978-1980,40.683333,-111.5,SUMMIT,5,WEBER RIVER, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,6750.000000
-12469039.1104,4966100.0949,1116,CW1415 West Valley City,C1415,9999999,APRSWXNET/Citizen Weather Observer Program,APRSWXNET/CWOP,http://www.wxqa.com/states/UT.html,HOURLY,ACTIVE,2003-PRESENT,40.6858,-112.0105,SALT LAKE,3,UTAH LAKE, ,T, , , ,DP,RH,WS, , , , , , ,PR,SLP,A, , , ,4381.752000
-12422672.8505,4966717.0562,1117,CANYONS - CONDOR,CCD, ,The Canyons,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,40.69,-111.594,SUMMIT,5,WEBER RIVER, ,T, , , , , ,WS,WG, , , , , , , , , , , ,8996.712000
-12497370.8313,4967156.8725,1118,LAKE POINT I-80,UT9,836815,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,ACTIVE,1998-PRESENT,40.693,-112.265,TOOELE,3,WEST DESERT, , , , , , , , , , , , , , , , , , , , ,4299.752000
-12497370.8313,4967156.8725,1119,LAKE POINT SR36,UT10,836816,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,ACTIVE,1997-PRESENT,40.693,-112.265,TOOELE,3,WEST DESERT, , , , , , , , , , , , , , , , , , , , ,4299.752000
-12479002.5066,4968184.8006,1120,MAGNA ASARCO FARM,42533003, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1951-1957,40.7,-112.1,SALT LAKE,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4310.000000
-12464530.5794,4968184.9192,1121,GRANGER,42333N03, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1911-1914,40.7,-111.97,SALT LAKE,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4260.000000
-12458593.3904,4968184.9472,1122,A S R RESEARCH LAB,42030203, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1950-1966,40.7,-111.916667,SALT LAKE,3,UTAH LAKE, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4250.000000
-12458593.3904,4968184.9472,1123,ASTR RESEARCH LAB,42760803, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1966-1978,40.7,-111.916667,SALT LAKE,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4240.000000
-12443750.295,4968185.0585,1124,LOWER MILL CREEK POWERH,42522903, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1913-1953,40.7,-111.783333,SALT LAKE,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4960.000000
-12415919.1755,4968185.388,1125,SNYDERVILLE,42794205, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1993-PRESENT,40.7,-111.533333,SUMMIT,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,6460.000000
-12412208.3619,4968185.3683,1126,PARK CITY 4NW,42663905, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1991-2001,40.7,-111.5,SUMMIT,5,WEBER RIVER, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,6750.000000
-12526837.2471,4968848.8242,1127,FLUX,FLU,560001,Tooele County Dept. Emergency Mngt.,TOOELE,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=11,HOURLY,ACTIVE,1998-PRESENT,40.704527,-112.52969,TOOELE,1,WEST DESERT, , , , , , , , , , , , , , , , , , , , ,4218.080000
-12478412.5272,4969080.5981,1128,MAGNA,QMG,170009,Utah Dept. of Air Quality,AQ,http://www.airmonitoring.utah.gov/County.htm,HOURLY,ACTIVE,1997-PRESENT,40.7061,-112.0947,SALT LAKE,3,WEST DESERT, ,T, , , , , ,WS, , , , , , , , , , , , ,4339.768000
-12419177.3244,4969271.9139,1129,WSP BOB START,WBS, ,Salt Lake Olympic Committee,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE, ,40.7074,-111.5626,SUMMIT,5,WEBER RIVER, , , , , , , , , , , , , , , , , , , , ,7078.240000
-12419177.2819,4969492.1819,1130,WSP BOB LOWER,WBE, ,Salt Lake Olympic Committee,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,INACTIVE, ,40.7089,-111.5626,SUMMIT,5,WEBER RIVER, , , , , , , , , , , , , , , , , , , , ,6978.200000
-12418698.6737,4969580.3172,1131,WSP ROVER,WBL, ,Salt Lake Olympic Committee,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,1998-PRESENT,40.7095,-111.5583,SUMMIT,5,WEBER RIVER, ,T, , , ,DP,RH,WS,WG, , , , , , , , , , , ,7178.280000
-12409881.7595,4969639.1402,1132,Silver Summit Park and Ride,SSPR, , ,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,INACTIVE, ,40.7099,-111.4791,WASATCH,5,UTAH LAKE, , , , , , , , , , , , , , , , , , , , ,6638.392000
-12418843.3461,4969741.8521,1133,WSP BEAR UPPER,WBU, ,Salt Lake Olympic Committee,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,1998-PRESENT,40.7106,-111.5596,SUMMIT,5,WEBER RIVER, ,T,P, , ,DP,RH,WS,WG,SR, , , , , , , , , , ,7158.272000
-12463450.6775,4969917.7567,1134,WEST VALLEY,QWV,170001,Utah Dept. of Air Quality,AQ,http://www.airmonitoring.utah.gov/County.htm,HOURLY,ACTIVE,2000-PRESENT,40.7118,-111.9603,SALT LAKE,3,WEST DESERT, ,T, , , , , ,WS, , , , , , , , , , , , ,4247.928000
-12445817.1355,4969976.5482,1135,MOUTH PARLEYS,UT5,836811,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,ACTIVE,1999-PRESENT,40.7122,-111.8019,SALT LAKE,3,WEST DESERT, ,T, , , ,DP,RH,WS, , , , , , , , , ,WC, , ,4913.768000
-12610735.3805,4970630.7402,1136,KNOLLS,42474601, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1948-2001,40.716667,-113.283333,TOOELE,1,WEST DESERT, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4240.000000
-12490134.7948,4970632.2021,1137,GARFIELD,42309703, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1924-PRESENT,40.716667,-112.2,SALT LAKE,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4330.000000
-12457161.0355,4970696.0809,1138,I-15/2400 S Spaghetti,UT23, ,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,ACTIVE, ,40.7171,-111.9038,SALT LAKE,3,WEST DESERT, , , , , , , , , , , , , , , , , , , , ,4218.080000
-12417774.7044,4970927.0846,1139,BEAR LOWER,42BEAL00, , ,UCC1, ,HOURLY,INACTIVE,1990-1991,40.71867,-111.55,SALT LAKE,5,UTAH LAKE, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,6835.000000
-12417774.7044,4970927.0846,1140,BEAR UPPER,42BEAU, , ,UCC1, ,HOURLY,INACTIVE,1990-1991,40.71867,-111.55,SUMMIT,5,WEBER RIVER, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,7058.000000
-12684950.86,4971119.6701,1141,SALDURO,42753N01, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1920-1926,40.72,-113.95,TOOELE,1,WEST DESERT, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4221.000000
-12471210.2124,5037441.6989,1142,ROY,42743F03, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1913-1917,41.17,-112.03,WEBER,3,WEBER RIVER, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4500.000000
-12395510.2179,5037885.3901,1143,SOUTH FORK OGDEN,CSYU1,3467B35E,NOAA/NWS,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,41.173,-111.35,WEBER,5,WEBER RIVER, , ,P, , , , , , , , , , , , , , , , , , 
-12466071.6241,5038845.2043,1144,WASHINGTON TERRACE,QWT,170022,Utah Dept. of Air Quality,AQ,http://www.airmonitoring.utah.gov/County.htm,HOURLY,ACTIVE,1997-PRESENT,41.17949,-111.98384,WEBER,3,WEBER RIVER, ,T, , , ,DP,RH,WS, , , , , , , , , , , , ,4417.832000
-12485681.8415,5038920.5297,1145,OGDEN BAY WILDLIFE,IPX6, , ,IPEX,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=4,HOURLY,INACTIVE, ,41.18,-112.16,BOX ELDER,3,BEAR RIVER, , , , , , , , , , , , , , , , , , , , ,4230.872000
-12467870.5948,5038920.6592,1146,Ogden: Ogden-Hinckley Airport,KOGD,72575,National Weather Service,ASOS,http://www.faa.gov/asos/,HOURLY,ACTIVE,1997-PRESENT,41.18,-112,DAVIS,3,WEBER RIVER, ,T, , , ,DP,RH,WS, , , , , , ,PR,SLP,A,WC,VIS, ,4466.704000
-12469725.9521,5039413.601,1147,OGDEN WBO,42642403, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1948-1952,41.183333,-112.016667,WEBER,3,WEBER RIVER, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4440.000000
-12453354.2312,5039748.8531,1148,SNOWBASIN-STRAW TOP,SB2, ,Snowbasin Ski Resort,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,INACTIVE, ,41.1856,-111.8696,MORGAN,5,WEBER RIVER, , , , , , , , , , , , , , , , , , , , ,8996.712000
-12461191.3511,5040399.8114,1149,WSU FOOTBALL STADIUM,SNW, ,SLC WSFO/NWS Western Region,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,INACTIVE, ,41.19,-111.94,WEBER,3,WEBER RIVER, , , , , , , , , , , , , , , , , , , , ,4758.952000
-12461191.2984,5040518.138,1150,N7HFK Ogden,AP180,9999999,APRSWXNET/Citizen Weather Observer Program,APRSWXNET/CWOP,http://www.wxqa.com/states/UT.html,HOURLY,INACTIVE, ,41.1908,-111.94,WEBER,3,WEBER RIVER, ,T,P, , , , , , , , , , , , , , , , , ,4558.872000
-12449513.6896,5040621.4496,1151,SNOWBASIN-STRAW BASE,SB1, ,Snowbasin Ski Resort,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,1999-PRESENT,41.1915,-111.8351,MORGAN,5,WEBER RIVER, ,T,P, , ,DP,RH,WS,WG, , , , , , , , , , , ,6560.328000
-12368681.1034,5041731.448,1152,WAHSATCH HILL EB,UT1,836807,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,ACTIVE,1997-PRESENT,41.199,-111.109,SUMMIT,5,WEBER RIVER, ,T, , , ,DP,RH,WS, , , , , , , , , ,WC, , ,6937.200000
-12452174.2921,5041805.0266,1153,SNOWBASIN-MID. BOWL,SNI, ,Snowbasin Ski Resort,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,1997-PRESENT,41.1995,-111.859,WEBER,5,WEBER RIVER, ,T,P, , ,DP,RH,WS,WG, , , , , , , , , , , ,7400.008000
-12454623.3071,5041879.034,1154,OGDEN PEAK,OGP,725751,Snowbasin Ski Resort,AVALANCHE,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,1997-PRESENT,41.2,-111.881,WEBER,3,WEBER RIVER, ,T, , , , , ,WS,WG, , , , , , , , , , , ,9567.432000
-12368792.4138,5041879.3702,1155,WAHSATCH HILL WB,UT2,836808,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,ACTIVE,1997-PRESENT,41.2,-111.11,SUMMIT,5,WEBER RIVER, ,T, , , ,DP,RH, , , , , , , , , , ,WC, , ,6937.200000
-12452675.2127,5042100.9685,1156,SNOWBASIN - WILDCAT,SWI,725738,Snowbasin Ski Resort,AVALANCHE,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,1997-PRESENT,41.2015,-111.8635,WEBER,5,WEBER RIVER, ,T, , , , , ,WS,WG, , , , , , , , , , , ,7701.112000
-12454189.1409,5042219.2882,1157,SNOWBASIN-SHOOTING STAR,SSS, ,Salt Lake Olympic Committee,SNOWNET,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,INACTIVE, ,41.2023,-111.8771,WEBER,5,WEBER RIVER, , , , , , , , , , , , , , , , , , , , ,7948.096000
-12417774.6063,4971122.3821,1158,UOP - Kimball Junction TMOS,QRH,9999999,Hill Air Force Base,TMOS,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=2,HOURLY,INACTIVE, ,40.72,-111.55,SUMMIT,5,WEBER RIVER, , , , , , , , , , , , , , , , , , , , ,6425.520000
-12394396.5157,4971122.5438,1159,PEOA,PEOUT,999999, ,MISC,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=13,HOURLY,INACTIVE, ,40.72,-111.34,SUMMIT,5,WEBER RIVER, , , , , , , , , , , , , , , , , , , , ,6068.328000
-12297545.3405,4971121.8007,1160,FIVE POINTS LAKE,FPLU1,10J26S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,40.72,-110.47,DUCHESNE,5,UINTAH, ,T,P, , , , , , , , , , , , , , , , , ,10916.168000
-12195128.9206,4971123.847,1161,KING'S CABIN,KGCU1,09J01S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,40.72,-109.55,UINTAH,5,UINTAH, ,T,P, , , , , , , , , , , , , , , , , ,8727.752000
-12452184.8904,4971606.8419,1162,SUGARHOUSE - MSI,MSI01,99999,Meteorological Solutions Inc.,MSI,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=15,HOURLY,ACTIVE,2000-PRESENT,40.7233,-111.8591,SALT LAKE,5,WEST DESERT, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4398.808000
-12628532.3487,4971781.0985,1163,BONNEVILLE DIKE EAST,42DIKE00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1987-1991,40.7245,-113.4432,TOOELE,1,WEST DESERT, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,4220.000000
-12612590.8976,4971781.2818,1164,KNOLLS,42KNOL00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1989-1991,40.7245,-113.3,TOOELE,1,WEST DESERT, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,4220.000000
-12463372.7736,4972106.1417,1165,REGION 2 HEADQUARTERS,HQ2,999999,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,INACTIVE, ,40.7267,-111.9596,SALT LAKE,3,WEST DESERT, , , , , , , , , , , , , , , , , , , , ,4165.928000
-12416995.3836,4972150.5119,1166,Kimball Junction I80,KIJ, ,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,ACTIVE, ,40.727,-111.543,SUMMIT,5,WEBER RIVER, ,T, , , ,DP,RH, , , , , , , , , , , , , ,6399.280000
-12631415.5304,4972189.354,1167,INTERSTATE 80,DPG17,640047,U.S. Army Dugway Proving Ground,DUGWAY,http://www.wdtc.army.mil/OrgMeteorology.htm,HOURLY,ACTIVE,1997-PRESENT,40.72728,-113.4691,TOOELE,1,WEST DESERT, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4123.944000
-12693856.7462,4972588.5229,1168,Wendover / Air Force Auxillary Field,KENV,ASOS,National Weather Service,ASOS,http://www.faa.gov/asos/,HOURLY,ACTIVE,1997-PRESENT,40.73,-114.03,TOOELE,1,WEST DESERT, ,T, , , ,DP,RH,WS,WG, , , , , ,PR,SLP,A,WC,VIS, ,4234.808000
-12491248.0869,4972590.6626,1169,BEACH (MAGNA),QB4,170002,Utah Dept. of Air Quality,AQ,http://www.airmonitoring.utah.gov/County.htm,HOURLY,ACTIVE,1997-PRESENT,40.73,-112.21,SALT LAKE,3,WEST DESERT, ,T, , , , , ,WS, , , , , , , , , , , , ,4198.072000
-12458964.4567,4972590.9004,1170,MOUNTAIN VIEW ELEM SCHOOL,SLCUO,99999,AWS: Inc.,AWS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,INACTIVE, ,40.73,-111.92,DAVIS,3,WEBER RIVER, , , , , , , , , , , , , , , , , , , , ,4237.760000
-12208487.7495,4972592.432,1171,TROUT CREEK,TCKU1,09J16S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,40.73,-109.67,UINTAH,5,UINTAH, ,T,P, , , , , , , , , , , , , , , , , ,9397.528000
-12694227.7599,4973078.17,1172,WENDOVER WSO AIRPORT,42938201, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1911-PRESENT,40.733333,-114.033333,TOOELE,1, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4240.000000
-12601458.6199,4973078.7997,1173,KNOLLS 10 NE,42474801, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1986-2004,40.733333,-113.2,TOOELE,1,WEST DESERT, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4240.000000
-12453027.167,4973080.6355,1174,WHEELER FARM,42946803, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1996-2000,40.733333,-111.866666,SALT LAKE,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4380.000000
-12453624.3311,4973237.3428,1175,HAWTHORNE,QHW,170025,Utah Dept. of Air Quality,AQ,http://www.airmonitoring.utah.gov/County.htm,HOURLY,ACTIVE,1997-PRESENT,40.7344,-111.87203,SALT LAKE,5,UTAH LAKE, ,T, , , ,DP,RH,WS, , , , , , , , , , , , ,4299.752000
-12455624.7751,4974060.1005,1176,STATE ST #3 (SLC),QS3,170016,Utah Dept. of Air Quality,AQ,http://www.airmonitoring.utah.gov/County.htm,HOURLY,INACTIVE, ,40.74,-111.89,DAVIS,3,WEBER RIVER, , , , , , , , , , , , , , , , , , , , ,4280.072000
-12540230.7709,4975528.2648,1177,TIMPIE,42874101, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1965-1966,40.75,-112.65,TOOELE,1, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4240.000000
-12467870.3584,4975529.2441,1178,TERMINAL,42863103, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1948-1972,40.75,-112,SALT LAKE,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4230.000000
-12453398.3404,4975529.3985,1179,Salt Lake Cty,H0362,99999, ,WX4U,CWOP WEBSITE,HOURLY,ACTIVE,2004-PRESENT,40.75,-111.87,SALT LAKE,3,UTAH LAKE, ,T, , , ,DP,RH,WS,WG, , , , , ,PR,SLP,A, , , ,428696.000000
-12447461.1639,4975529.4021,1180,SALT LAKE CITY ZOO,42765503, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1990-PRESENT,40.75,-111.816667,SALT LAKE,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4890.000000
-12436328.7783,4975529.426,1181,MOUNTAIN DELL DAM,42589205, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1920-PRESENT,40.75,-111.716667,SALT LAKE,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5420.000000
-12436328.7783,4975529.426,1182,WASHINGTON GROVE,42930205, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1948,40.75,-111.716667,SALT LAKE,5, , , ,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5550.000000
-12314243.6352,4975529.2324,1183,LAKEFORK BASIN,LBNU1,10J25S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,40.75,-110.62,DUCHESNE,5,UINTAH, ,T,P, , , , , , , , , , , , , , , , , ,10896.160000
-12471777.6987,4975605.6482,1184,Garfield,UP069,GARFL1,Union Pacific Railroad,UPR,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=38,HOURLY,ACTIVE,2003-PRESENT,40.75052,-112.0351,SALT LAKE,3,WEST DESERT, ,T, , , , , , , , , , , , , , , , , , ,4222.016000
-12426122.9384,4975970.4056,1185,PARLEYS SUMMIT,PSS, ,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,INACTIVE, ,40.753,-111.62499,SUMMIT,5,WEBER RIVER, , , , , , , , , , , , , , , , , , , , ,7038.224000
-12426122.9384,4975970.4056,1186,PARLEYS SUMMIT,UT3,836809,Utah Department of Transportation,UTAH DOT,http://www.roadweather.com/,HOURLY,ACTIVE,1997-PRESENT,40.753,-111.62499,SALT LAKE,3,JORDAN RIVER, ,T, , , ,DP,RH,WS, , , , , , , , , ,WC, , ,7038.224000
-12435709.0927,4976061.3567,1187,VTMX9 MOUNTAIN DELL,VTMX9, ,CIRP,VTMX,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=35,HOURLY,INACTIVE, ,40.75362,-111.7111,SALT LAKE,3,UTAH LAKE, , , , , , , , , , , , , , , , , , , , , 
